hugo_symbol	ensembl_gene_id	canonical_transcript
KIF2C	ENSG00000142945	ENST00000372224
KIF3A	ENSG00000131437	ENST00000403231
KIF3B	ENSG00000101350	ENST00000375712
KIF3C	ENSG00000084731	ENST00000264712
KIF4A	ENSG00000090889	ENST00000374403
KIF4B	ENSG00000226650	ENST00000435029
KIF5A	ENSG00000155980	ENST00000455537
KIF5B	ENSG00000170759	ENST00000302418
KIF5C	ENSG00000168280	ENST00000435030
KIF6	ENSG00000164627	ENST00000287152
KIF7	ENSG00000166813	ENST00000394412
KIF9	ENSG00000088727	ENST00000335044
KIFAP3	ENSG00000075945	ENST00000361580
KIFC1	ENSG00000237649	ENST00000428849
KIFC2	ENSG00000167702	ENST00000301332
KIFC3	ENSG00000140859	ENST00000379655
KIN	ENSG00000151657	ENST00000379562
KIR2DL1	ENSG00000125498	ENST00000336077
KIR2DL3	ENSG00000243772	ENST00000342376
KIR2DL4	ENSG00000189013	ENST00000345540
KIR2DS4	ENSG00000221957	ENST00000339924
KIR3DL1	ENSG00000167633	ENST00000391728
KIR3DL2	ENSG00000240403	ENST00000326321
KIR3DL3	ENSG00000242019	ENST00000291860
KIR3DX1	ENSG00000104970	ENST00000221567
KIRREL	ENSG00000183853	ENST00000359209
KIRREL2	ENSG00000126259	ENST00000360202
KIRREL3	ENSG00000149571	ENST00000525144
KISS1	ENSG00000170498	ENST00000367194
KISS1R	ENSG00000116014	ENST00000234371
KIT	ENSG00000157404	ENST00000288135
KITLG	ENSG00000049130	ENST00000228280
KL	ENSG00000133116	ENST00000380099
KLB	ENSG00000134962	ENST00000257408
KLC1	ENSG00000126214	ENST00000452929
KLC2	ENSG00000174996	ENST00000417856
KLC3	ENSG00000104892	ENST00000391946
KLC4	ENSG00000137171	ENST00000259708
KLF1	ENSG00000105610	ENST00000264834
KLF10	ENSG00000155090	ENST00000285407
KLF11	ENSG00000172059	ENST00000305883
KLF12	ENSG00000118922	ENST00000377669
KLF13	ENSG00000169926	ENST00000307145
KLF15	ENSG00000163884	ENST00000296233
KLF16	ENSG00000129911	ENST00000250916
KLF17	ENSG00000171872	ENST00000372299
KLF2	ENSG00000127528	ENST00000248071
KLF3	ENSG00000109787	ENST00000261438
KLF4	ENSG00000136826	ENST00000374672
KLF5	ENSG00000102554	ENST00000377687
KLF6	ENSG00000067082	ENST00000497571
KLF7	ENSG00000118263	ENST00000309446
KLF8	ENSG00000102349	ENST00000468660
KLF9	ENSG00000119138	ENST00000377126
KLHDC1	ENSG00000197776	ENST00000359332
KLHDC10	ENSG00000128607	ENST00000335420
KLHDC2	ENSG00000165516	ENST00000298307
KLHDC3	ENSG00000124702	ENST00000326974
KLHDC4	ENSG00000104731	ENST00000270583
KLHDC7A	ENSG00000179023	ENST00000400664
KLHDC7B	ENSG00000130487	ENST00000395676
KLHDC8A	ENSG00000162873	ENST00000367156
KLHDC8B	ENSG00000185909	ENST00000332780
KLHDC9	ENSG00000162755	ENST00000368011
KLHL1	ENSG00000150361	ENST00000377844
KLHL10	ENSG00000161594	ENST00000293303
KLHL11	ENSG00000178502	ENST00000319121
KLHL12	ENSG00000117153	ENST00000367261
KLHL13	ENSG00000003096	ENST00000539496
KLHL14	ENSG00000197705	ENST00000359358
KLHL15	ENSG00000174010	ENST00000328046
KLHL17	ENSG00000187961	ENST00000338591
KLHL18	ENSG00000114648	ENST00000232766
KLHL2	ENSG00000109466	ENST00000514860
KLHL20	ENSG00000076321	ENST00000209884
KLHL21	ENSG00000162413	ENST00000377658
KLHL22	ENSG00000099910	ENST00000328879
KLHL23	ENSG00000213160	ENST00000392647
KLHL24	ENSG00000114796	ENST00000454652
KLHL25	ENSG00000183655	ENST00000337975
KLHL26	ENSG00000167487	ENST00000300976
KLHL28	ENSG00000179454	ENST00000355081
KLHL29	ENSG00000119771	ENST00000486442
KLHL3	ENSG00000146021	ENST00000309755
KLHL30	ENSG00000168427	ENST00000409223
KLHL31	ENSG00000124743	ENST00000370905
KLHL32	ENSG00000186231	ENST00000369261
KLHL33	ENSG00000185271	ENST00000344581
KLHL34	ENSG00000185915	ENST00000379499
KLHL35	ENSG00000149243	ENST00000539798
KLHL36	ENSG00000135686	ENST00000564996
KLHL38	ENSG00000175946	ENST00000325995
KLHL4	ENSG00000102271	ENST00000373114
KLHL40	ENSG00000157119	ENST00000287777
KLHL41	ENSG00000239474	ENST00000284669
KLHL42	ENSG00000087448	ENST00000381271
KLHL5	ENSG00000109790	ENST00000504108
KLHL6	ENSG00000172578	ENST00000341319
KLHL7	ENSG00000122550	ENST00000339077
KLHL8	ENSG00000145332	ENST00000273963
KLHL9	ENSG00000198642	ENST00000359039
KLK1	ENSG00000167748	ENST00000301420
KLK10	ENSG00000129451	ENST00000309958
KLK11	ENSG00000167757	ENST00000594768
KLK12	ENSG00000186474	ENST00000250351
KLK13	ENSG00000167759	ENST00000595793
KLK14	ENSG00000129437	ENST00000391802
KLK15	ENSG00000174562	ENST00000598239
KLK2	ENSG00000167751	ENST00000325321
KLK3	ENSG00000142515	ENST00000326003
KLK4	ENSG00000167749	ENST00000324041
KLK5	ENSG00000167754	ENST00000336334
KLK6	ENSG00000167755	ENST00000376851
KLK7	ENSG00000169035	ENST00000391807
KLK8	ENSG00000129455	ENST00000391806
KLK9	ENSG00000213022	ENST00000594211
KLKB1	ENSG00000164344	ENST00000264690
KLLN	ENSG00000227268	ENST00000445946
KLRB1	ENSG00000111796	ENST00000229402
KLRC1	ENSG00000134545	ENST00000544822
KLRC2	ENSG00000205809	ENST00000381902
KLRC3	ENSG00000205810	ENST00000381903
KLRC4	ENSG00000183542	ENST00000309384
KLRD1	ENSG00000134539	ENST00000381908
KLRF2	ENSG00000256797	ENST00000535540
KLRG1	ENSG00000139187	ENST00000356986
KLRG2	ENSG00000188883	ENST00000340940
KLRK1	ENSG00000213809	ENST00000240618
KMO	ENSG00000117009	ENST00000366559
KMT2A	ENSG00000118058	ENST00000534358
KMT2B	ENSG00000272333	ENST00000420124
KMT2C	ENSG00000055609	ENST00000262189
KMT2D	ENSG00000167548	ENST00000301067
KMT2E	ENSG00000005483	ENST00000311117
KNCN	ENSG00000162456	ENST00000396314
KNDC1	ENSG00000171798	ENST00000304613
KNG1	ENSG00000113889	ENST00000265023
KNOP1	ENSG00000103550	ENST00000219837
KNSTRN	ENSG00000128944	ENST00000249776
KNTC1	ENSG00000184445	ENST00000333479
KPNA1	ENSG00000114030	ENST00000344337
KPNA2	ENSG00000182481	ENST00000537025
KPNA3	ENSG00000102753	ENST00000261667
KPNA4	ENSG00000186432	ENST00000334256
KPNA5	ENSG00000196911	ENST00000368564
KPNA6	ENSG00000025800	ENST00000373625
KPNA7	ENSG00000185467	ENST00000327442
KPNB1	ENSG00000108424	ENST00000290158
KPRP	ENSG00000203786	ENST00000606109
KPTN	ENSG00000118162	ENST00000338134
KRAS	ENSG00000133703	ENST00000256078
KRBA1	ENSG00000133619	ENST00000496259
KRBA2	ENSG00000184619	ENST00000331336
KRBOX1	ENSG00000240747	ENST00000418176
KRBOX4	ENSG00000147121	ENST00000344302
KRCC1	ENSG00000172086	ENST00000347055
KREMEN1	ENSG00000183762	ENST00000327813
KREMEN2	ENSG00000131650	ENST00000303746
KRI1	ENSG00000129347	ENST00000312962
KRIT1	ENSG00000001631	ENST00000394507
KRR1	ENSG00000111615	ENST00000229214
KRT1	ENSG00000167768	ENST00000252244
KRT10	ENSG00000186395	ENST00000269576
KRT12	ENSG00000187242	ENST00000251643
KRT13	ENSG00000171401	ENST00000246635
KRT14	ENSG00000186847	ENST00000167586
KRT15	ENSG00000171346	ENST00000254043
KRT16	ENSG00000186832	ENST00000301653
KRT17	ENSG00000128422	ENST00000311208
KRT18	ENSG00000111057	ENST00000388835
KRT19	ENSG00000171345	ENST00000361566
KRT2	ENSG00000172867	ENST00000309680
KRT20	ENSG00000171431	ENST00000167588
KRT222	ENSG00000213424	ENST00000394052
KRT23	ENSG00000108244	ENST00000209718
KRT24	ENSG00000167916	ENST00000264651
KRT25	ENSG00000204897	ENST00000312150
KRT26	ENSG00000186393	ENST00000335552
KRT27	ENSG00000171446	ENST00000301656
KRT28	ENSG00000173908	ENST00000306658
KRT3	ENSG00000186442	ENST00000417996
KRT31	ENSG00000094796	ENST00000251645
KRT32	ENSG00000108759	ENST00000225899
KRT33A	ENSG00000006059	ENST00000007735
KRT33B	ENSG00000131738	ENST00000251646
KRT34	ENSG00000131737	ENST00000394001
KRT35	ENSG00000197079	ENST00000393989
KRT36	ENSG00000126337	ENST00000328119
KRT37	ENSG00000108417	ENST00000225550
KRT38	ENSG00000171360	ENST00000246646
KRT39	ENSG00000196859	ENST00000355612
KRT4	ENSG00000170477	ENST00000551956
KRT40	ENSG00000204889	ENST00000377755
KRT5	ENSG00000186081	ENST00000252242
KRT6A	ENSG00000205420	ENST00000330722
KRT6B	ENSG00000185479	ENST00000252252
KRT6C	ENSG00000170465	ENST00000252250
KRT7	ENSG00000135480	ENST00000331817
KRT71	ENSG00000139648	ENST00000267119
KRT72	ENSG00000170486	ENST00000293745
KRT73	ENSG00000186049	ENST00000305748
KRT74	ENSG00000170484	ENST00000305620
KRT75	ENSG00000170454	ENST00000252245
KRT76	ENSG00000185069	ENST00000332411
KRT77	ENSG00000189182	ENST00000341809
KRT78	ENSG00000170423	ENST00000304620
KRT79	ENSG00000185640	ENST00000330553
KRT8	ENSG00000170421	ENST00000552150
KRT80	ENSG00000167767	ENST00000394815
KRT81	ENSG00000205426	ENST00000327741
KRT82	ENSG00000161850	ENST00000257974
KRT83	ENSG00000170523	ENST00000293670
KRT84	ENSG00000161849	ENST00000257951
KRT85	ENSG00000135443	ENST00000257901
KRT86	ENSG00000170442	ENST00000423955
KRT9	ENSG00000171403	ENST00000246662
KRTAP1-1	ENSG00000188581	ENST00000306271
KRTAP1-3	ENSG00000221880	ENST00000344363
KRTAP1-4	ENSG00000204887	ENST00000377747
KRTAP1-5	ENSG00000221852	ENST00000361883
KRTAP10-1	ENSG00000215455	ENST00000400375
KRTAP10-10	ENSG00000221859	ENST00000380095
KRTAP10-11	ENSG00000243489	ENST00000334670
KRTAP10-12	ENSG00000189169	ENST00000400365
KRTAP10-2	ENSG00000205445	ENST00000391621
KRTAP10-3	ENSG00000212935	ENST00000391620
KRTAP10-4	ENSG00000215454	ENST00000400374
KRTAP10-5	ENSG00000241123	ENST00000400372
KRTAP10-6	ENSG00000188155	ENST00000400368
KRTAP10-8	ENSG00000187766	ENST00000334662
KRTAP10-9	ENSG00000221837	ENST00000397911
KRTAP11-1	ENSG00000182591	ENST00000332378
KRTAP12-1	ENSG00000187175	ENST00000391617
KRTAP12-2	ENSG00000221864	ENST00000360770
KRTAP12-3	ENSG00000205439	ENST00000397907
KRTAP12-4	ENSG00000212933	ENST00000391618
KRTAP13-1	ENSG00000198390	ENST00000355459
KRTAP13-2	ENSG00000182816	ENST00000399889
KRTAP13-3	ENSG00000240432	ENST00000390690
KRTAP13-4	ENSG00000186971	ENST00000334068
KRTAP15-1	ENSG00000186970	ENST00000334067
KRTAP16-1	ENSG00000212657	ENST00000391352
KRTAP17-1	ENSG00000186860	ENST00000334202
KRTAP19-1	ENSG00000184351	ENST00000390689
KRTAP19-2	ENSG00000186965	ENST00000334055
KRTAP19-3	ENSG00000244025	ENST00000334063
KRTAP19-4	ENSG00000186967	ENST00000334058
KRTAP19-5	ENSG00000186977	ENST00000334151
KRTAP19-6	ENSG00000186925	ENST00000334046
KRTAP19-7	ENSG00000244362	ENST00000334849
KRTAP19-8	ENSG00000206102	ENST00000382822
KRTAP2-1	ENSG00000212725	ENST00000391419
KRTAP2-2	ENSG00000214518	ENST00000398477
KRTAP2-3	ENSG00000212724	ENST00000391418
KRTAP2-4	ENSG00000213417	ENST00000394015
KRTAP20-1	ENSG00000244624	ENST00000334664
KRTAP20-2	ENSG00000184032	ENST00000330798
KRTAP20-3	ENSG00000206104	ENST00000382826
KRTAP20-4	ENSG00000206105	ENST00000382828
KRTAP21-1	ENSG00000187005	ENST00000335093
KRTAP21-2	ENSG00000187026	ENST00000333892
KRTAP21-3	ENSG00000231068	ENST00000444335
KRTAP22-1	ENSG00000186924	ENST00000334680
KRTAP22-2	ENSG00000206106	ENST00000382830
KRTAP23-1	ENSG00000186980	ENST00000334160
KRTAP24-1	ENSG00000188694	ENST00000340345
KRTAP25-1	ENSG00000232263	ENST00000416044
KRTAP26-1	ENSG00000197683	ENST00000360542
KRTAP27-1	ENSG00000206107	ENST00000382835
KRTAP29-1	ENSG00000212658	ENST00000391353
KRTAP3-1	ENSG00000212901	ENST00000391588
KRTAP3-2	ENSG00000212900	ENST00000391587
KRTAP3-3	ENSG00000212899	ENST00000391586
KRTAP4-1	ENSG00000198443	ENST00000398472
KRTAP4-11	ENSG00000212721	ENST00000391413
KRTAP4-12	ENSG00000213416	ENST00000394014
KRTAP4-16P	ENSG00000241241	ENST00000440582
KRTAP4-2	ENSG00000244537	ENST00000377726
KRTAP4-3	ENSG00000196156	ENST00000391356
KRTAP4-4	ENSG00000171396	ENST00000390661
KRTAP4-5	ENSG00000198271	ENST00000343246
KRTAP4-6	ENSG00000198090	ENST00000345847
KRTAP4-7	ENSG00000240871	ENST00000391417
KRTAP4-8	ENSG00000204880	ENST00000333822
KRTAP4-9	ENSG00000212722	ENST00000391415
KRTAP5-1	ENSG00000205869	ENST00000382171
KRTAP5-10	ENSG00000204572	ENST00000398531
KRTAP5-11	ENSG00000204571	ENST00000398530
KRTAP5-2	ENSG00000205867	ENST00000412090
KRTAP5-3	ENSG00000196224	ENST00000399685
KRTAP5-4	ENSG00000241598	ENST00000399682
KRTAP5-5	ENSG00000185940	ENST00000399676
KRTAP5-6	ENSG00000205864	ENST00000382160
KRTAP5-7	ENSG00000244411	ENST00000398536
KRTAP5-8	ENSG00000241233	ENST00000398534
KRTAP5-9	ENSG00000254997	ENST00000528743
KRTAP6-1	ENSG00000184724	ENST00000329122
KRTAP6-2	ENSG00000186930	ENST00000334897
KRTAP6-3	ENSG00000212938	ENST00000391624
KRTAP8-1	ENSG00000183640	ENST00000329621
KRTAP9-1	ENSG00000240542	ENST00000398470
KRTAP9-2	ENSG00000239886	ENST00000377721
KRTAP9-3	ENSG00000204873	ENST00000411528
KRTAP9-4	ENSG00000241595	ENST00000334109
KRTAP9-6	ENSG00000212659	ENST00000391355
KRTAP9-7	ENSG00000180386	ENST00000391354
KRTAP9-8	ENSG00000187272	ENST00000254072
KRTAP9-9	ENSG00000198083	ENST00000394008
KRTCAP2	ENSG00000163463	ENST00000295682
KRTCAP3	ENSG00000157992	ENST00000543753
KRTDAP	ENSG00000188508	ENST00000338897
KSR1	ENSG00000141068	ENST00000398988
KSR2	ENSG00000171435	ENST00000425217
KTI12	ENSG00000198841	ENST00000371614
KTN1	ENSG00000126777	ENST00000395314
KXD1	ENSG00000105700	ENST00000602094
KY	ENSG00000174611	ENST00000423778
KYNU	ENSG00000115919	ENST00000264170
L1CAM	ENSG00000198910	ENST00000370060
L1TD1	ENSG00000240563	ENST00000498273
L2HGDH	ENSG00000087299	ENST00000267436
L3HYPDH	ENSG00000126790	ENST00000247194
L3MBTL1	ENSG00000185513	ENST00000418998
L3MBTL2	ENSG00000100395	ENST00000216237
L3MBTL3	ENSG00000198945	ENST00000529410
L3MBTL4	ENSG00000154655	ENST00000400105
LACC1	ENSG00000179630	ENST00000441843
LACE1	ENSG00000135537	ENST00000368977
LACRT	ENSG00000135413	ENST00000257867
LACTB	ENSG00000103642	ENST00000261893
LACTB2	ENSG00000147592	ENST00000276590
LACTBL1	ENSG00000215906	ENST00000426928
LAD1	ENSG00000159166	ENST00000391967
LAG3	ENSG00000089692	ENST00000203629
LAGE3	ENSG00000196976	ENST00000357360
LAIR1	ENSG00000167613	ENST00000391742
LAIR2	ENSG00000167618	ENST00000301202
LALBA	ENSG00000167531	ENST00000301046
LAMA1	ENSG00000101680	ENST00000389658
LAMA2	ENSG00000196569	ENST00000421865
LAMA3	ENSG00000053747	ENST00000313654
LAMA4	ENSG00000112769	ENST00000230538
LAMA5	ENSG00000130702	ENST00000252999
LAMB1	ENSG00000091136	ENST00000222399
LAMB2	ENSG00000172037	ENST00000418109
LAMB3	ENSG00000196878	ENST00000391911
LAMB4	ENSG00000091128	ENST00000388781
LAMC1	ENSG00000135862	ENST00000258341
LAMC2	ENSG00000058085	ENST00000264144
LAMC3	ENSG00000050555	ENST00000361069
LAMP1	ENSG00000185896	ENST00000332556
LAMP2	ENSG00000005893	ENST00000434600
LAMP3	ENSG00000078081	ENST00000265598
LAMP5	ENSG00000125869	ENST00000246070
LAMTOR1	ENSG00000149357	ENST00000278671
LAMTOR2	ENSG00000116586	ENST00000368305
LAMTOR3	ENSG00000109270	ENST00000499666
LAMTOR4	ENSG00000188186	ENST00000341942
LAMTOR5	ENSG00000134248	ENST00000256644
LANCL1	ENSG00000115365	ENST00000443314
LANCL2	ENSG00000132434	ENST00000254770
LANCL3	ENSG00000147036	ENST00000378619
LAP3	ENSG00000002549	ENST00000226299
LAPTM4A	ENSG00000068697	ENST00000175091
LAPTM4B	ENSG00000104341	ENST00000445593
LAPTM5	ENSG00000162511	ENST00000294507
LARGE	ENSG00000133424	ENST00000354992
LARP1	ENSG00000155506	ENST00000336314
LARP1B	ENSG00000138709	ENST00000326639
LARP4	ENSG00000161813	ENST00000398473
LARP6	ENSG00000166173	ENST00000299213
LARP7	ENSG00000174720	ENST00000509061
LARS	ENSG00000133706	ENST00000394434
LARS2	ENSG00000011376	ENST00000415258
LAS1L	ENSG00000001497	ENST00000374811
LASP1	ENSG00000002834	ENST00000318008
LAT	ENSG00000213658	ENST00000395461
LAT2	ENSG00000086730	ENST00000460943
LATS1	ENSG00000131023	ENST00000543571
LATS2	ENSG00000150457	ENST00000382592
LAX1	ENSG00000122188	ENST00000442561
LAYN	ENSG00000204381	ENST00000375615
LBH	ENSG00000213626	ENST00000395323
LBP	ENSG00000129988	ENST00000217407
LBR	ENSG00000143815	ENST00000338179
LBX1	ENSG00000138136	ENST00000370193
LBX2	ENSG00000179528	ENST00000377566
LCA5	ENSG00000135338	ENST00000392959
LCA5L	ENSG00000157578	ENST00000358268
LCAT	ENSG00000213398	ENST00000264005
LCE1A	ENSG00000186844	ENST00000335123
LCE1B	ENSG00000196734	ENST00000360090
LCE1C	ENSG00000197084	ENST00000607093
LCE1D	ENSG00000172155	ENST00000326233
LCE1E	ENSG00000186226	ENST00000368770
LCE1F	ENSG00000240386	ENST00000334371
LCE2A	ENSG00000187173	ENST00000368779
LCE2B	ENSG00000159455	ENST00000368780
LCE2C	ENSG00000187180	ENST00000368783
LCE2D	ENSG00000187223	ENST00000368784
LCE3A	ENSG00000185962	ENST00000335674
LCE3B	ENSG00000187238	ENST00000335633
LCE3C	ENSG00000244057	ENST00000333881
LCE3D	ENSG00000163202	ENST00000368787
LCE3E	ENSG00000185966	ENST00000368789
LCE4A	ENSG00000187170	ENST00000368777
LCE5A	ENSG00000186207	ENST00000334269
LCE6A	ENSG00000235942	ENST00000431011
LCK	ENSG00000182866	ENST00000336890
LCLAT1	ENSG00000172954	ENST00000309052
LCMT1	ENSG00000205629	ENST00000399069
LCMT2	ENSG00000168806	ENST00000305641
LCN1	ENSG00000160349	ENST00000263598
LCN10	ENSG00000187922	ENST00000497771
LCN12	ENSG00000184925	ENST00000371633
LCN15	ENSG00000177984	ENST00000316144
LCN2	ENSG00000148346	ENST00000373017
LCN6	ENSG00000267206	ENST00000341206
LCN8	ENSG00000204001	ENST00000371688
LCN9	ENSG00000148386	ENST00000277526
LCNL1	ENSG00000214402	ENST00000408973
LCOR	ENSG00000196233	ENST00000371097
LCORL	ENSG00000178177	ENST00000382226
LCP1	ENSG00000136167	ENST00000398576
LCP2	ENSG00000043462	ENST00000046794
LCT	ENSG00000115850	ENST00000264162
LCTL	ENSG00000188501	ENST00000341509
LDB1	ENSG00000198728	ENST00000425280
LDB2	ENSG00000169744	ENST00000304523
LDB3	ENSG00000122367	ENST00000429277
LDHA	ENSG00000134333	ENST00000540430
LDHAL6A	ENSG00000166800	ENST00000280706
LDHAL6B	ENSG00000171989	ENST00000307144
LDHB	ENSG00000111716	ENST00000396076
LDHC	ENSG00000166796	ENST00000541669
LDHD	ENSG00000166816	ENST00000300051
LDLR	ENSG00000130164	ENST00000558518
LDLRAD1	ENSG00000203985	ENST00000371360
LDLRAD2	ENSG00000187942	ENST00000344642
LDLRAD3	ENSG00000179241	ENST00000315571
LDLRAD4	ENSG00000168675	ENST00000359446
LDLRAP1	ENSG00000157978	ENST00000374338
LDOC1	ENSG00000182195	ENST00000370526
LDOC1L	ENSG00000188636	ENST00000341255
LEAP2	ENSG00000164406	ENST00000296877
LECT1	ENSG00000136110	ENST00000377962
LECT2	ENSG00000145826	ENST00000274507
LEF1	ENSG00000138795	ENST00000265165
LEFTY1	ENSG00000243709	ENST00000272134
LEFTY2	ENSG00000143768	ENST00000366820
LEKR1	ENSG00000197980	ENST00000491763
LELP1	ENSG00000203784	ENST00000368747
LEMD1	ENSG00000186007	ENST00000367153
LEMD2	ENSG00000161904	ENST00000293760
LEMD3	ENSG00000174106	ENST00000308330
LENEP	ENSG00000163352	ENST00000392487
LENG1	ENSG00000105617	ENST00000222224
LENG8	ENSG00000167615	ENST00000326764
LEO1	ENSG00000166477	ENST00000299601
LEP	ENSG00000174697	ENST00000308868
LEPR	ENSG00000116678	ENST00000349533
LEPRE1	ENSG00000117385	ENST00000236040
LEPREL1	ENSG00000090530	ENST00000319332
LEPREL2	ENSG00000110811	ENST00000290510
LEPREL4	ENSG00000141696	ENST00000355468
LEPROTL1	ENSG00000104660	ENST00000523116
LETM1	ENSG00000168924	ENST00000302787
LETM2	ENSG00000165046	ENST00000379957
LETMD1	ENSG00000050426	ENST00000418425
LEUTX	ENSG00000213921	ENST00000396841
LFNG	ENSG00000106003	ENST00000222725
LGALS1	ENSG00000100097	ENST00000215909
LGALS12	ENSG00000133317	ENST00000340246
LGALS13	ENSG00000105198	ENST00000221797
LGALS14	ENSG00000006659	ENST00000360675
LGALS16	ENSG00000249861	ENST00000392051
LGALS2	ENSG00000100079	ENST00000215886
LGALS3	ENSG00000131981	ENST00000254301
LGALS3BP	ENSG00000108679	ENST00000262776
LGALS4	ENSG00000171747	ENST00000307751
LGALS7	ENSG00000205076	ENST00000378626
LGALS7B	ENSG00000178934	ENST00000314980
LGALS8	ENSG00000116977	ENST00000526589
LGALS9	ENSG00000168961	ENST00000395473
LGALS9B	ENSG00000170298	ENST00000324290
LGALS9C	ENSG00000171916	ENST00000328114
LGALSL	ENSG00000119862	ENST00000238875
LGI1	ENSG00000108231	ENST00000371418
LGI2	ENSG00000153012	ENST00000382114
LGI3	ENSG00000168481	ENST00000306317
LGI4	ENSG00000153902	ENST00000310123
LGMN	ENSG00000100600	ENST00000393218
LGR4	ENSG00000205213	ENST00000379214
LGR5	ENSG00000139292	ENST00000266674
LGR6	ENSG00000133067	ENST00000367278
LGSN	ENSG00000146166	ENST00000370657
LHB	ENSG00000104826	ENST00000221421
LHCGR	ENSG00000138039	ENST00000294954
LHFP	ENSG00000183722	ENST00000379589
LHFPL1	ENSG00000182508	ENST00000371968
LHFPL2	ENSG00000145685	ENST00000380345
LHFPL3	ENSG00000187416	ENST00000424859
LHFPL4	ENSG00000156959	ENST00000287585
LHFPL5	ENSG00000197753	ENST00000360215
LHPP	ENSG00000107902	ENST00000368842
LHX2	ENSG00000106689	ENST00000373615
LHX3	ENSG00000107187	ENST00000371746
LHX4	ENSG00000121454	ENST00000263726
LHX5	ENSG00000089116	ENST00000261731
LHX6	ENSG00000106852	ENST00000394319
LHX8	ENSG00000162624	ENST00000294638
LHX9	ENSG00000143355	ENST00000367387
LIAS	ENSG00000121897	ENST00000261434
LIF	ENSG00000128342	ENST00000249075
LIFR	ENSG00000113594	ENST00000263409
LIG1	ENSG00000105486	ENST00000263274
LIG3	ENSG00000005156	ENST00000378526
LILRA1	ENSG00000104974	ENST00000251372
LILRA2	ENSG00000239998	ENST00000251377
LILRA4	ENSG00000239961	ENST00000291759
LILRA5	ENSG00000187116	ENST00000432233
LILRA6	ENSG00000244482	ENST00000396365
LILRB1	ENSG00000104972	ENST00000324602
LILRB2	ENSG00000131042	ENST00000391749
LILRB3	ENSG00000204577	ENST00000245620
LILRB4	ENSG00000186818	ENST00000391736
LILRB5	ENSG00000105609	ENST00000449561
LIM2	ENSG00000105370	ENST00000221973
LIMA1	ENSG00000050405	ENST00000394943
LIMCH1	ENSG00000064042	ENST00000313860
LIMD1	ENSG00000144791	ENST00000273317
LIMD2	ENSG00000136490	ENST00000259006
LIME1	ENSG00000203896	ENST00000309546
LIMK1	ENSG00000106683	ENST00000336180
LIMK2	ENSG00000182541	ENST00000340552
LIMS1	ENSG00000169756	ENST00000338045
LIMS2	ENSG00000072163	ENST00000324938
LIMS3	ENSG00000256977	ENST00000437679
LIN28A	ENSG00000131914	ENST00000326279
LIN28B	ENSG00000187772	ENST00000345080
LIN37	ENSG00000267796	ENST00000301159
LIN52	ENSG00000205659	ENST00000555028
LIN54	ENSG00000189308	ENST00000340417
LIN7A	ENSG00000111052	ENST00000552864
LIN7B	ENSG00000104863	ENST00000221459
LIN7C	ENSG00000148943	ENST00000278193
LIN9	ENSG00000183814	ENST00000328205
LINC00116	ENSG00000175701	ENST00000414416
LINC00493	ENSG00000232388	ENST00000411646
LINGO1	ENSG00000169783	ENST00000355300
LINGO2	ENSG00000174482	ENST00000379992
LINGO3	ENSG00000220008	ENST00000585527
LINGO4	ENSG00000213171	ENST00000368820
LINS	ENSG00000140471	ENST00000314742
LIPA	ENSG00000107798	ENST00000336233
LIPC	ENSG00000166035	ENST00000299022
LIPE	ENSG00000079435	ENST00000244289
LIPF	ENSG00000182333	ENST00000394375
